Name,Type,Total,Within,Sewer,Septic,Othersys,Withslab,Withoutslab,NSopen,NShuman,NSanimal,Without,Public,Open
District - Raigarh,Urban,"219,994","178,107","82,147","84,129","1,786","7,337",308,"1,944",119,337,"41,887","32,278","9,609"
District - Pune,Total,"2,076,607","1,531,966","895,787","429,341","15,997","159,330","2,959","23,574","1,224","3,754","544,641","260,192","284,449"
District - Pune,Rural,"744,114","459,543","53,291","249,490","10,660","139,518","1,681","3,051",646,"1,206","284,571","38,431","246,140"
District - Pune,Urban,"1,332,493","1,072,423","842,496","179,851","5,337","19,812","1,278","20,523",578,"2,548","260,070","221,761","38,309"
District - Ahmadnagar,Total,"901,748","415,902","46,701","232,382","10,773","118,140","2,487","4,160",157,"1,102","485,846","46,813","439,033"
District - Ahmadnagar,Rural,"717,718","280,537","10,442","146,840","9,210","110,023","2,220","1,180",147,475,"437,181","21,861","415,320"
District - Ahmadnagar,Urban,"184,030","135,365","36,259","85,542","1,563","8,117",267,"2,980",10,627,"48,665","24,952","23,713"
District - Bid,Total,"545,073","136,943","11,617","85,756","4,243","31,424","1,609","1,586",15,693,"408,130","8,899","399,231"
District - Bid,Rural,"446,114","68,597","3,915","30,538","3,166","29,038","1,040",574,15,311,"377,517","5,155","372,362"
District - Bid,Urban,"98,959","68,346","7,702","55,218","1,077","2,386",569,"1,012",0,382,"30,613","3,744","26,869"
District - Latur,Total,"474,149","178,478","11,961","104,622","7,484","50,621","1,751","1,078",11,950,"295,671","5,089","290,582"
District - Latur,Rural,"359,858","89,416","2,998","31,603","6,306","46,496","1,251",424,11,327,"270,442","2,657","267,785"
District - Latur,Urban,"114,291","89,062","8,963","73,019","1,178","4,125",500,654,0,623,"25,229","2,432","22,797"
District - Osmanabad,Total,"348,760","96,586","4,683","48,914","4,514","35,954","1,408",685,16,412,"252,174","11,900","240,274"
District - Osmanabad,Rural,"294,816","65,408","3,101","22,419","3,813","34,025","1,163",581,16,290,"229,408","7,899","221,509"
District - Osmanabad,Urban,"53,944","31,178","1,582","26,495",701,"1,929",245,104,0,122,"22,766","4,001","18,765"
District - Solapur,Total,"858,981","355,107","80,647","143,482","7,722","114,386","1,918","5,312",236,"1,404","503,874","89,081","414,793"
District - Solapur,Rural,"583,706","187,414","6,808","64,377","6,499","107,044","1,356",731,106,493,"396,292","21,934","374,358"
District - Solapur,Urban,"275,275","167,693","73,839","79,105","1,223","7,342",562,"4,581",130,911,"107,582","67,147","40,435"
District - Satara,Total,"639,999","455,235","32,828","227,042","9,967","182,203","1,020","1,433",294,448,"184,764","100,196","84,568"
District - Satara,Rural,"518,187","363,338","15,257","156,923","9,519","178,943",931,"1,074",294,397,"154,849","77,047","77,802"
District - Satara,Urban,"121,812","91,897","17,571","70,119",448,"3,260",89,359,0,51,"29,915","23,149","6,766"
District - Ratnagiri,Total,"393,379","273,162","15,686","189,905","9,158","56,553",903,626,124,207,"120,217","65,265","54,952"
District - Ratnagiri,Rural,"333,645","224,155","10,984","148,712","8,463","54,525",797,381,124,169,"109,490","56,967","52,523"
District - Ratnagiri,Urban,"59,734","49,007","4,702","41,193",695,"2,028",106,245,0,38,"10,727","8,298","2,429"
District - Sindhudurg,Total,"205,119","155,696","5,255","115,561","6,455","27,881",306,203,0,35,"49,423","20,478","28,945"
District - Sindhudurg,Rural,"180,494","134,314","4,434","97,499","6,170","25,723",264,191,0,33,"46,180","18,318","27,862"
District - Sindhudurg,Urban,"24,625","21,382",821,"18,062",285,"2,158",42,12,0,2,"3,243","2,160","1,083"
District - Kolhapur,Total,"821,483","612,194","71,177","418,872","51,999","63,873","1,157","3,308",457,"1,351","209,289","150,119","59,170"
District - Kolhapur,Rural,"556,628","414,284","19,098","284,432","50,177","57,873","1,018",497,242,947,"142,344","90,873","51,471"
District - Kolhapur,Urban,"264,855","197,910","52,079","134,440","1,822","6,000",139,"2,811",215,404,"66,945","59,246","7,699"
District - Sangli,Total,"585,227","380,072","53,891","209,662","13,067","95,281","1,575","4,898",622,"1,076","205,155","69,093","136,062"
District - Sangli,Rural,"432,579","261,623","17,265","140,145","11,974","89,798","1,005",625,166,645,"170,956","48,436","122,520"
District - Sangli,Urban,"152,648","118,449","36,626","69,517","1,093","5,483",570,"4,273",456,431,"34,199","20,657","13,542"
STATE - MANIPUR,Total,"554,713","482,756","32,491","130,720","84,394","85,976","107,102","27,889","10,924","3,260","71,957","12,379","59,578"
STATE - MANIPUR,Rural,"383,313","318,604","19,798","56,845","61,782","63,189","90,018","17,201","6,959","2,812","64,709","9,153","55,556"
STATE - MANIPUR,Urban,"171,400","164,152","12,693","73,875","22,612","22,787","17,084","10,688","3,965",448,"7,248","3,226","4,022"
District - Senapati,Total,"82,048","59,876","3,723","9,416","9,317","13,413","21,813",503,"1,177",514,"22,172","3,721","18,451"
District - Senapati,Rural,"80,529","58,394","3,652","8,856","9,231","12,992","21,563",488,"1,098",514,"22,135","3,712","18,423"
District - Senapati,Urban,"1,519","1,482",71,560,86,421,250,15,79,0,37,9,28
District - Tamenglong,Total,"24,477","17,284","1,720","2,438","2,297","4,007","6,308",32,107,375,"7,193",442,"6,751"
District - Tamenglong,Rural,"21,069","13,990","1,543","1,497","2,046","2,917","5,568",23,70,326,"7,079",414,"6,665"
District - Tamenglong,Urban,"3,408","3,294",177,941,251,"1,090",740,9,37,49,114,28,86
District - Churachandpur,Total,"49,916","41,638","5,409","10,690","6,425","7,834","9,700",398,717,465,"8,278",372,"7,906"
District - Churachandpur,Rural,"46,647","38,408","5,067","8,644","6,221","7,577","9,349",376,717,457,"8,239",363,"7,876"
District - Churachandpur,Urban,"3,269","3,230",342,"2,046",204,257,351,22,0,8,39,9,30
District - Bishnupur,Total,"44,891","41,441","2,178","8,252","9,482","7,319","8,307","4,446","1,329",128,"3,450","1,349","2,101"
District - Bishnupur,Rural,"28,147","25,640",940,"3,967","6,293","5,407","4,936","2,902","1,127",68,"2,507",880,"1,627"
District - Bishnupur,Urban,"16,744","15,801","1,238","4,285","3,189","1,912","3,371","1,544",202,60,943,469,474
District - Thoubal,Total,"85,295","78,949","3,356","15,214","16,693","15,428","14,962","9,428","3,392",476,"6,346","1,873","4,473"
District - Thoubal,Rural,"54,653","50,106","2,088","7,317","12,049","9,772","11,125","5,770","1,599",386,"4,547","1,145","3,402"
District - Thoubal,Urban,"30,642","28,843","1,268","7,897","4,644","5,656","3,837","3,658","1,793",90,"1,799",728,"1,071"
District - Imphal West,Total,"111,393","105,743","6,445","47,494","15,379","13,885","12,981","7,584","1,735",240,"5,650","2,256","3,394"
District - Imphal West,Rural,"41,512","38,200","1,107","10,408","7,755","5,828","8,293","3,648","1,005",156,"3,312","1,114","2,198"
District - Imphal West,Urban,"69,881","67,543","5,338","37,086","7,624","8,057","4,688","3,936",730,84,"2,338","1,142","1,196"
District - Imphal East,Total,"91,806","85,211","5,565","29,409","16,293","10,505","15,932","4,763","2,122",622,"6,595","1,443","5,152"
District - Imphal East,Rural,"54,014","49,105","2,041","10,608","11,251","7,014","13,350","3,307","1,059",475,"4,909",729,"4,180"
District - Imphal East,Urban,"37,792","36,106","3,524","18,801","5,042","3,491","2,582","1,456","1,063",147,"1,686",714,972
District - Ukhrul,Total,"35,790","29,549","2,192","4,869","5,682","8,176","8,079",230,205,116,"6,241",628,"5,613"
District - Ukhrul,Rural,"30,882","24,832","1,843","3,568","4,597","6,983","7,397",188,144,112,"6,050",569,"5,481"
District - Ukhrul,Urban,"4,908","4,717",349,"1,301","1,085","1,193",682,42,61,4,191,59,132
District - Chandel,Total,"29,097","23,065","1,903","2,938","2,826","5,409","9,020",505,140,324,"6,032",295,"5,737"
District - Chandel,Rural,"25,860","19,929","1,517","1,980","2,339","4,699","8,437",499,140,318,"5,931",227,"5,704"
District - Chandel,Urban,"3,237","3,136",386,958,487,710,583,6,0,6,101,68,33
STATE - MEGHALAYA,Total,"538,299","338,650","31,294","127,708","46,433","37,343","87,992","1,792","1,962","4,126","199,649","15,077","184,572"
STATE - MEGHALAYA,Rural,"422,197","227,487","20,053","47,927","41,200","30,648","80,439","1,577","1,657","3,986","194,710","12,926","181,784"
STATE - MEGHALAYA,Urban,"116,102","111,163","11,241","79,781","5,233","6,695","7,553",215,305,140,"4,939","2,151","2,788"
District - West Garo Hills,Total,"121,780","73,800","10,503","17,181","17,961","5,801","20,442",414,830,668,"47,980","3,097","44,883"
District - West Garo Hills,Rural,"107,941","60,807","8,569","10,312","16,364","4,952","18,998",373,611,628,"47,134","2,561","44,573"
District - West Garo Hills,Urban,"13,839","12,993","1,934","6,869","1,597",849,"1,444",41,219,40,846,536,310
District - East Garo Hills,Total,"57,357","46,851","4,854","5,440","13,118","3,272","19,572",144,79,372,"10,506","1,603","8,903"
District - East Garo Hills,Rural,"49,612","39,362","3,610","3,249","11,724","2,291","17,904",133,79,372,"10,250","1,506","8,744"
District - East Garo Hills,Urban,"7,745","7,489","1,244","2,191","1,394",981,"1,668",11,0,0,256,97,159
District - South Garo Hills,Total,"24,208","15,916","2,698","2,474","4,010","1,989","4,069",100,219,357,"8,292","1,167","7,125"
District - South Garo Hills,Rural,"21,836","13,842","2,267","1,732","3,614","1,796","3,798",92,219,324,"7,994","1,116","6,878"
District - South Garo Hills,Urban,"2,372","2,074",431,742,396,193,271,8,0,33,298,51,247
District - West Khasi Hills,Total,"63,620","29,492","1,520","7,024","2,530","5,992","11,125",131,281,889,"34,128","2,326","31,802"
District - West Khasi Hills,Rural,"56,508","23,056","1,368","4,100","2,161","4,792","9,355",128,281,871,"33,452","2,183","31,269"
District - West Khasi Hills,Urban,"7,112","6,436",152,"2,924",369,"1,200","1,770",3,0,18,676,143,533
District - Ri Bhoi,Total,"45,660","30,296","1,358","6,578","2,901","4,877","13,598",220,343,421,"15,364","1,118","14,246"
District - Ri Bhoi,Rural,"41,925","26,883","1,131","5,360","2,604","4,356","12,457",213,343,419,"15,042","1,090","13,952"
District - Ri Bhoi,Urban,"3,735","3,413",227,"1,218",297,521,"1,141",7,0,2,322,28,294
District - East Khasi Hills,Total,"160,832","111,335","7,534","78,001","3,318","10,963","10,065",478,101,875,"49,497","3,059","46,438"
District - East Khasi Hills,Rural,"84,694","37,535","1,871","15,254","2,203","8,115","8,896",347,15,834,"47,159","1,872","45,287"
District - East Khasi Hills,Urban,"76,138","73,800","5,663","62,747","1,115","2,848","1,169",131,86,41,"2,338","1,187","1,151"
District - Jaintia Hills,Total,"64,842","30,960","2,827","11,010","2,595","4,449","9,121",305,109,544,"33,882","2,707","31,175"
District - Jaintia Hills,Rural,"59,681","26,002","1,237","7,920","2,530","4,346","9,031",291,109,538,"33,679","2,598","31,081"
District - Jaintia Hills,Urban,"5,161","4,958","1,590","3,090",65,103,90,14,0,6,203,109,94
STATE - MIZORAM,Total,"221,077","203,185","12,595","107,014","14,706","33,394","34,210",583,121,562,"17,892","3,342","14,550"
STATE - MIZORAM,Rural,"104,874","88,698","6,679","24,129","9,544","22,753","24,862",77,107,547,"16,176","2,645","13,531"
STATE - MIZORAM,Urban,"116,203","114,487","5,916","82,885","5,162","10,641","9,348",506,14,15,"1,716",697,"1,019"
District - Mamit,Total,"17,204","14,784",583,"4,407","1,346","4,238","4,071",30,90,19,"2,420",254,"2,166"
District - Mamit,Rural,"14,048","11,668",334,"2,731","1,110","3,782","3,575",27,90,19,"2,380",231,"2,149"
District - Mamit,Urban,"3,156","3,116",249,"1,676",236,456,496,3,0,0,40,23,17
District - Kolasib,Total,"17,296","16,632","1,605","7,065","1,410","3,568","2,948",12,0,24,664,159,505
District - Kolasib,Rural,"7,664","7,332",668,"2,066",634,"2,186","1,754",6,0,18,332,92,240
District - Kolasib,Urban,"9,632","9,300",937,"4,999",776,"1,382","1,194",6,0,6,332,67,265
District - Aizawl,Total,"81,912","80,980","3,917","60,391","4,395","6,287","5,503",480,0,7,932,401,531
District - Aizawl,Rural,"17,157","16,708","1,303","7,409","2,157","3,067","2,761",9,0,2,449,138,311
District - Aizawl,Urban,"64,755","64,272","2,614","52,982","2,238","3,220","2,742",471,0,5,483,263,220
District - Champhai,Total,"25,660","24,612","1,563","10,530","2,480","6,571","3,437",10,14,7,"1,048",271,777
District - Champhai,Rural,"15,604","14,815","1,285","4,952","1,780","4,482","2,302",7,0,7,789,156,633
District - Champhai,Urban,"10,056","9,797",278,"5,578",700,"2,089","1,135",3,14,0,259,115,144
District - Serchhip,Total,"12,580","12,317","1,169","5,830",581,"2,796","1,938",3,0,0,263,77,186
District - Serchhip,Rural,"6,309","6,082",509,"1,884",405,"2,189","1,093",2,0,0,227,62,165
District - Serchhip,Urban,"6,271","6,235",660,"3,946",176,607,845,1,0,0,36,15,21
District - Lunglei,Total,"32,617","28,570","1,402","12,846","1,821","4,228","8,180",25,0,68,"4,047",267,"3,780"
District - Lunglei,Rural,"18,748","15,092",658,"3,196","1,415","2,438","7,307",11,0,67,"3,656",129,"3,527"
District - Lunglei,Urban,"13,869","13,478",744,"9,650",406,"1,790",873,14,0,1,391,138,253
District - Lawangtlai,Total,"22,894","15,309","1,812","3,153","1,687","2,944","5,247",15,17,434,"7,585","1,573","6,012"
District - Lawangtlai,Rural,"19,039","11,518","1,470","1,303","1,199","2,522","4,561",12,17,434,"7,521","1,564","5,957"
District - Lawangtlai,Urban,"3,855","3,791",342,"1,850",488,422,686,3,0,0,64,9,55
District - Saiha,Total,"10,914","9,981",544,"2,792",986,"2,762","2,886",8,0,3,933,340,593
District - Saiha,Rural,"6,305","5,483",452,588,844,"2,087","1,509",3,0,0,822,273,549
District - Saiha,Urban,"4,609","4,498",92,"2,204",142,675,"1,377",5,0,3,111,67,44
STATE - NAGALAND,Total,"399,965","306,068","13,249","137,627","40,028","44,975","65,714","1,208",786,"2,481","93,897","27,781","66,116"
STATE - NAGALAND,Rural,"284,911","197,223","8,054","60,233","31,555","37,394","56,085",804,678,"2,420","87,688","24,125","63,563"
STATE - NAGALAND,Urban,"115,054","108,845","5,195","77,394","8,473","7,581","9,629",404,108,61,"6,209","3,656","2,553"
District - Mon,Total,"41,347","27,663",747,"4,025","4,858","4,574","12,379",123,90,867,"13,684","3,876","9,808"
District - Mon,Rural,"35,804","22,444",706,"1,437","4,189","3,595","11,445",115,90,867,"13,360","3,675","9,685"
District - Mon,Urban,"5,543","5,219",41,"2,588",669,979,934,8,0,0,324,201,123
District - Mokokchung,Total,"42,344","41,057","1,198","20,865","3,491","10,343","4,862",252,43,3,"1,287",821,466
District - Mokokchung,Rural,"30,016","28,908",926,"12,639","2,742","8,393","3,929",233,43,3,"1,108",692,416
District - Mokokchung,Urban,"12,328","12,149",272,"8,226",749,"1,950",933,19,0,0,179,129,50
District - Zunheboto,Total,"30,333","22,868","1,334","5,219","3,830","4,100","8,144",59,112,70,"7,465","1,347","6,118"
District - Zunheboto,Rural,"25,388","18,200","1,062","2,850","3,519","3,669","6,882",37,112,69,"7,188","1,163","6,025"
District - Zunheboto,Urban,"4,945","4,668",272,"2,369",311,431,"1,262",22,0,1,277,184,93
District - Wokha,Total,"33,269","22,108",455,"11,327","3,145","1,532","5,494",40,18,97,"11,161","1,886","9,275"
District - Wokha,Rural,"27,028","16,075",395,"6,498","2,829","1,294","4,923",32,18,86,"10,953","1,846","9,107"
District - Wokha,Urban,"6,241","6,033",60,"4,829",316,238,571,8,0,11,208,40,168
District - Dimapur,Total,"76,732","72,398","4,326","44,614","6,500","5,826","10,422",277,257,176,"4,334","1,411","2,923"
District - Dimapur,Rural,"36,034","33,004",946,"15,127","4,275","3,857","8,316",88,229,166,"3,030",583,"2,447"
District - Dimapur,Urban,"40,698","39,394","3,380","29,487","2,225","1,969","2,106",189,28,10,"1,304",828,476
District - Phek,Total,"37,891","29,489","1,205","10,765","3,964","7,807","5,500",55,23,170,"8,402","2,810","5,592"
District - Phek,Rural,"32,889","24,807",874,"7,761","3,388","7,413","5,129",53,23,166,"8,082","2,705","5,377"
District - Phek,Urban,"5,002","4,682",331,"3,004",576,394,371,2,0,4,320,105,215
District - Tuensang,Total,"38,987","22,080","1,576","6,454","4,488","3,663","5,581",45,105,168,"16,907","4,173","12,734"
District - Tuensang,Rural,"32,185","16,043","1,192","3,073","3,962","3,055","4,471",37,93,160,"16,142","3,718","12,424"
District - Tuensang,Urban,"6,802","6,037",384,"3,381",526,608,"1,110",8,12,8,765,455,310
District - Longleng,Total,"11,580","8,100",172,967,"2,019","1,061","3,810",28,0,43,"3,480",171,"3,309"
District - Longleng,Rural,"9,896","6,826",169,489,"1,244","1,060","3,807",27,0,30,"3,070",152,"2,918"
District - Longleng,Urban,"1,684","1,274",3,478,775,1,3,1,0,13,410,19,391
District - Kiphire,Total,"16,655","8,012",362,"2,438","1,300","2,216","1,164",103,14,415,"8,643","1,418","7,225"
District - Kiphire,Rural,"13,400","4,911",245,882,722,"1,834",711,103,0,414,"8,489","1,411","7,078"
District - Kiphire,Urban,"3,255","3,101",117,"1,556",578,382,453,0,14,1,154,7,147
District - Kohima,Total,"52,136","37,427","1,123","27,797","3,358","1,614","3,218",170,110,37,"14,709","9,438","5,271"
District - Kohima,Rural,"26,421","13,779",932,"7,382","1,958","1,224","2,177",24,56,26,"12,642","7,780","4,862"
District - Kohima,Urban,"25,715","23,648",191,"20,415","1,400",390,"1,041",146,54,11,"2,067","1,658",409
District - Peren,Total,"18,691","14,866",751,"3,156","3,075","2,239","5,140",56,14,435,"3,825",430,"3,395"
District - Peren,Rural,"15,850","12,226",607,"2,095","2,727","2,000","4,295",55,14,433,"3,624",400,"3,224"
District - Peren,Urban,"2,841","2,640",144,"1,061",348,239,845,1,0,2,201,30,171
STATE - ODISHA,Total,"9,661,085","2,129,296","245,165","1,315,150","150,103","203,893","133,700","30,567","26,496","24,222","7,531,789","132,398","7,399,391"
STATE - ODISHA,Rural,"8,144,012","1,146,552","71,241","631,754","115,270","157,159","117,062","17,691","18,949","17,426","6,997,460","101,308","6,896,152"
STATE - ODISHA,Urban,"1,517,073","982,744","173,924","683,396","34,833","46,734","16,638","12,876","7,547","6,796","534,329","31,090","503,239"
District - Bargarh,Total,"373,391","60,231","4,096","40,278","4,404","4,951","4,052","1,027",855,568,"313,160","3,265","309,895"
District - Bargarh,Rural,"339,364","41,802","2,782","25,649","3,767","3,802","3,872",831,709,390,"297,562","2,860","294,702"
District - Bargarh,Urban,"34,027","18,429","1,314","14,629",637,"1,149",180,196,146,178,"15,598",405,"15,193"
District - Jharsuguda,Total,"134,624","35,184","4,812","27,454",967,826,427,506,61,131,"99,440","1,396","98,044"
District - Jharsuguda,Rural,"83,664","7,852",628,"6,075",408,200,299,154,0,88,"75,812",749,"75,063"
District - Jharsuguda,Urban,"50,960","27,332","4,184","21,379",559,626,128,352,61,43,"23,628",647,"22,981"
District - Sambalpur,Total,"248,829","56,878","6,591","43,719","2,325","1,931",950,728,264,370,"191,951","3,360","188,591"
District - Sambalpur,Rural,"178,958","15,326","1,029","11,282",909,954,597,145,206,204,"163,632","1,506","162,126"
District - Sambalpur,Urban,"69,871","41,552","5,562","32,437","1,416",977,353,583,58,166,"28,319","1,854","26,465"
District - Debagarh,Total,"75,942","6,971",541,"4,881",529,474,204,113,39,190,"68,971",454,"68,517"
District - Debagarh,Rural,"70,511","4,186",329,"2,766",405,194,172,101,39,180,"66,325",262,"66,063"
District - Debagarh,Urban,"5,431","2,785",212,"2,115",124,280,32,12,0,10,"2,646",192,"2,454"
District - Sundargarh,Total,"473,293","132,466","37,706","80,908","3,887","3,830","1,976","1,682",665,"1,812","340,827","8,499","332,328"
District - Sundargarh,Rural,"310,762","26,001","2,570","17,308","1,607","1,666","1,150",886,139,675,"284,761","4,964","279,797"
District - Sundargarh,Urban,"162,531","106,465","35,136","63,600","2,280","2,164",826,796,526,"1,137","56,066","3,535","52,531"
District - Kendujhar,Total,"406,629","61,402","5,856","39,320","3,680","5,948","4,019",600,"1,363",616,"345,227","4,014","341,213"
District - Kendujhar,Rural,"349,736","32,526","2,728","17,271","2,735","4,381","3,548",507,"1,012",344,"317,210","3,293","313,917"
District - Kendujhar,Urban,"56,893","28,876","3,128","22,049",945,"1,567",471,93,351,272,"28,017",721,"27,296"
District - Mayurbhanj,Total,"587,648","109,355","5,502","49,929","11,441","23,678","14,821",877,"1,798","1,309","478,293","6,914","471,379"
District - Mayurbhanj,Rural,"544,764","81,889","4,587","28,160","10,487","20,828","14,124",826,"1,613","1,264","462,875","6,412","456,463"
District - Mayurbhanj,Urban,"42,884","27,466",915,"21,769",954,"2,850",697,51,185,45,"15,418",502,"14,916"
District - Baleshwar,Total,"529,407","145,565","8,620","55,326","17,154","30,822","27,589","1,840","2,528","1,686","383,842","8,692","375,150"
District - Baleshwar,Rural,"473,512","107,566","5,006","29,880","14,968","27,135","25,303","1,557","2,117","1,600","365,946","7,800","358,146"
District - Baleshwar,Urban,"55,895","37,999","3,614","25,446","2,186","3,687","2,286",283,411,86,"17,896",892,"17,004"
District - Bhadrak,Total,"309,527","62,233","4,575","32,569","6,325","7,819","6,343","1,007","2,315","1,280","247,294","6,399","240,895"
District - Bhadrak,Rural,"274,191","43,944","3,242","20,117","5,327","6,639","5,159",693,"1,627","1,140","230,247","5,765","224,482"
District - Bhadrak,Urban,"35,336","18,289","1,333","12,452",998,"1,180","1,184",314,688,140,"17,047",634,"16,413"
District - Kendrapara,Total,"327,405","58,387","4,264","37,721","3,817","6,399","2,521",647,"1,648","1,370","269,018","4,186","264,832"
District - Kendrapara,Rural,"311,465","49,170","3,536","30,203","3,514","5,986","2,378",617,"1,579","1,357","262,295","3,926","258,369"
District - Kendrapara,Urban,"15,940","9,217",728,"7,518",303,413,143,30,69,13,"6,723",260,"6,463"
District - Jagatsinghapur,Total,"265,588","65,115","2,911","49,033","3,164","6,027","1,808",635,838,699,"200,473","4,145","196,328"
District - Jagatsinghapur,Rural,"237,411","52,480","2,380","38,151","2,940","5,696","1,653",491,508,661,"184,931","1,727","183,204"
District - Jagatsinghapur,Urban,"28,177","12,635",531,"10,882",224,331,155,144,330,38,"15,542","2,418","13,124"
District - Cuttack,Total,"566,831","205,665","27,219","143,958","8,388","14,647","3,910","2,442","3,177","1,924","361,166","8,947","352,219"
District - Cuttack,Rural,"425,082","95,094","4,988","64,569","6,413","11,037","3,277","1,296","2,366","1,148","329,988","3,811","326,177"
District - Cuttack,Urban,"141,749","110,571","22,231","79,389","1,975","3,610",633,"1,146",811,776,"31,178","5,136","26,042"
District - Jajapur,Total,"407,572","93,204","3,099","60,980","7,484","11,417","7,030","1,009",930,"1,255","314,368","6,771","307,597"
District - Jajapur,Rural,"378,135","75,193","2,516","46,997","6,602","10,139","6,065",952,733,"1,189","302,942","6,298","296,644"
District - Jajapur,Urban,"29,437","18,011",583,"13,983",882,"1,278",965,57,197,66,"11,426",473,"10,953"
District - Dhenkanal,Total,"278,370","51,080","2,603","30,134","4,784","8,335","3,044",262,"1,156",762,"227,290","2,887","224,403"
District - Dhenkanal,Rural,"253,118","35,980","1,851","18,487","4,282","6,914","2,830",253,860,503,"217,138","2,595","214,543"
District - Dhenkanal,Urban,"25,252","15,100",752,"11,647",502,"1,421",214,9,296,259,"10,152",292,"9,860"
District - Anugul,Total,"295,922","71,436","11,473","41,430","5,402","7,101","3,224",610,"1,520",676,"224,486","4,003","220,483"
District - Anugul,Rural,"249,585","41,774","3,960","22,690","4,283","5,886","2,912",482,"1,052",509,"207,811","3,494","204,317"
District - Anugul,Urban,"46,337","29,662","7,513","18,740","1,119","1,215",312,128,468,167,"16,675",509,"16,166"
District - Nayagarh,Total,"230,968","43,798","2,228","26,895","3,974","4,878","4,127",457,725,514,"187,170","2,575","184,595"
District - Nayagarh,Rural,"213,265","33,917","1,752","19,526","3,447","4,046","3,581",394,678,493,"179,348","2,341","177,007"
District - Nayagarh,Urban,"17,703","9,881",476,"7,369",527,832,546,63,47,21,"7,822",234,"7,588"
District - Khordha,Total,"489,636","230,413","58,675","133,168","12,612","14,618","4,723","2,878","2,218","1,521","259,223","8,585","250,638"
District - Khordha,Rural,"247,940","45,385","3,627","29,744","3,384","4,770","2,064",538,531,727,"202,555","3,081","199,474"
District - Khordha,Urban,"241,696","185,028","55,048","103,424","9,228","9,848","2,659","2,340","1,687",794,"56,668","5,504","51,164"
District - Puri,Total,"369,482","87,997","4,066","63,773","4,875","9,723","3,298",868,586,808,"281,485","4,919","276,566"
District - Puri,Rural,"317,002","49,504","2,799","31,560","3,856","6,923","2,638",579,437,712,"267,498","3,574","263,924"
District - Puri,Urban,"52,480","38,493","1,267","32,213","1,019","2,800",660,289,149,96,"13,987","1,345","12,642"
District - Ganjam,Total,"756,894","215,821","18,650","142,357","17,371","18,542","8,801","6,770","1,202","2,128","541,073","11,313","529,760"
District - Ganjam,Rural,"602,216","114,865","8,389","67,655","13,351","14,123","7,442","1,876",796,"1,233","487,351","8,681","478,670"
District - Ganjam,Urban,"154,678","100,956","10,261","74,702","4,020","4,419","1,359","4,894",406,895,"53,722","2,632","51,090"
District - Gajapati,Total,"128,818","23,322","1,261","14,929","1,940","2,498","2,222",142,44,286,"105,496","1,577","103,919"
District - Gajapati,Rural,"112,872","14,279",826,"7,442","1,649","1,891","2,055",121,27,268,"98,593","1,488","97,105"
District - Gajapati,Urban,"15,946","9,043",435,"7,487",291,607,167,21,17,18,"6,903",89,"6,814"
District - Kandhamal,Total,"172,004","19,176",998,"12,751","1,652","1,609","1,573",310,145,138,"152,828","1,915","150,913"
District - Kandhamal,Rural,"155,335","9,751",470,"5,617","1,144",898,"1,097",277,116,132,"145,584","1,741","143,843"
District - Kandhamal,Urban,"16,669","9,425",528,"7,134",508,711,476,33,29,6,"7,244",174,"7,070"
District - Bauda,Total,"107,727","11,585",925,"6,060",967,"1,136","1,651",485,150,211,"96,142","1,499","94,643"
District - Bauda,Rural,"103,239","9,283",647,"4,474",898,"1,029","1,613",447,78,97,"93,956","1,357","92,599"
District - Bauda,Urban,"4,488","2,302",278,"1,586",69,107,38,38,72,114,"2,186",142,"2,044"
District - Subarnapur,Total,"152,454","15,651",820,"11,461","1,112","1,073",602,220,44,319,"136,803","2,209","134,594"
District - Subarnapur,Rural,"140,714","11,074",576,"7,578",938,958,554,199,44,227,"129,640","2,088","127,552"
District - Subarnapur,Urban,"11,740","4,577",244,"3,883",174,115,48,21,0,92,"7,163",121,"7,042"
District - Balangir,Total,"432,081","65,156","5,034","41,607","4,640","4,215","7,205","1,024",543,888,"366,925","5,674","361,251"
District - Balangir,Rural,"387,345","39,149","2,468","20,869","3,713","3,436","6,756",876,432,599,"348,196","4,994","343,202"
District - Balangir,Urban,"44,736","26,007","2,566","20,738",927,779,449,148,111,289,"18,729",680,"18,049"
District - Nuapada,Total,"159,947","23,219","1,035","11,539","4,599",945,"4,516",189,123,273,"136,728","1,295","135,433"
District - Nuapada,Rural,"151,921","19,333",820,"8,236","4,400",890,"4,485",176,123,203,"132,588","1,251","131,337"
District - Nuapada,Urban,"8,026","3,886",215,"3,303",199,55,31,13,0,70,"4,140",44,"4,096"
District - Kalahandi,Total,"404,814","47,442","3,695","28,058","3,720","4,794","4,512","1,060",744,859,"357,372","3,107","354,265"
District - Kalahandi,Rural,"377,001","31,078","2,081","17,558","2,835","2,913","3,814",813,483,581,"345,923","2,959","342,964"
District - Kalahandi,Urban,"27,813","16,364","1,614","10,500",885,"1,881",698,247,261,278,"11,449",148,"11,301"
District - Rayagada,Total,"225,964","33,500","3,861","23,691","2,112","1,247","1,451",415,111,612,"192,464","3,349","189,115"
District - Rayagada,Rural,"191,615","12,703",832,"7,760","1,413",872,"1,055",351,58,362,"178,912","2,975","175,937"
District - Rayagada,Urban,"34,349","20,797","3,029","15,931",699,375,396,64,53,250,"13,552",374,"13,178"
